RSSI,Type,Error code,Length,Steering angle,Battery voltage,Battery temperature,Throttle input,Brake pressure,Wheel speed,Latitude,Longitude,Time
-104.00,0,0,28,86,0.00,116.78,16,0.06,1.61,38.03641510,-78.51470184,2024-05-04 14:22:11.491416
-107.00,0,0,28,86,0.00,116.78,16,0.06,1.61,38.03641510,-78.51470184,2024-05-04 14:22:11.771039
-100.00,0,0,28,86,0.00,116.78,16,0.06,1.61,38.03641510,-78.51470184,2024-05-04 14:22:11.935858
-96.00,0,0,28,181,0.00,116.78,35,0.03,3.54,38.03640747,-78.51470184,2024-05-04 14:22:12.326235
-99.00,0,0,28,181,0.00,116.78,35,0.03,3.54,38.03640747,-78.51470184,2024-05-04 14:22:12.493361
-99.00,0,0,28,181,0.00,116.78,35,0.03,3.54,38.03640747,-78.51470184,2024-05-04 14:22:12.772059
-102.00,0,0,28,181,0.00,116.78,35,0.03,3.54,38.03640747,-78.51470184,2024-05-04 14:22:12.936619
-95.00,0,0,28,199,0.00,116.78,110,0.01,11.09,38.03637314,-78.51471710,2024-05-04 14:22:13.328482
-107.00,0,0,28,199,0.00,116.78,110,0.01,11.09,38.03637314,-78.51471710,2024-05-04 14:22:13.491941
-104.00,0,0,28,199,0.00,116.78,110,0.01,11.09,38.03637314,-78.51471710,2024-05-04 14:22:13.729815
-94.00,0,0,28,199,0.00,116.78,110,0.01,11.09,38.03637314,-78.51471710,2024-05-04 14:22:13.894731
-92.00,0,0,28,0,0.00,116.78,175,0.01,17.54,38.03635406,-78.51477814,2024-05-04 14:22:14.330731
-88.00,0,0,28,0,0.00,116.78,175,0.01,17.54,38.03635406,-78.51477814,2024-05-04 14:22:14.497183
-85.00,0,0,28,0,0.00,116.78,175,0.01,17.54,38.03635406,-78.51477814,2024-05-04 14:22:14.732434
-85.00,0,0,28,0,0.00,116.78,175,0.01,17.54,38.03635406,-78.51477814,2024-05-04 14:22:14.896296
-94.00,0,0,28,52,0.00,116.78,220,0.00,22.09,38.03638840,-78.51486969,2024-05-04 14:22:15.328762
-96.00,0,0,28,52,0.00,116.78,220,0.00,22.09,38.03638840,-78.51486969,2024-05-04 14:22:15.492851
-93.00,0,0,28,52,0.00,116.78,220,0.00,22.09,38.03638840,-78.51486969,2024-05-04 14:22:15.730196
-95.00,0,0,28,52,0.00,116.78,220,0.00,22.09,38.03638840,-78.51486969,2024-05-04 14:22:15.895741
-87.00,0,0,28,91,0.00,116.78,119,0.01,11.96,38.03643799,-78.51489258,2024-05-04 14:22:16.327797
-95.00,0,0,28,91,0.00,116.78,119,0.01,11.96,38.03643799,-78.51489258,2024-05-04 14:22:16.494339
-96.00,0,0,28,91,0.00,116.78,119,0.01,11.96,38.03643799,-78.51489258,2024-05-04 14:22:16.759255
-103.00,0,0,28,91,0.00,116.78,119,0.01,11.96,38.03643799,-78.51489258,2024-05-04 14:22:16.923296
-107.00,0,0,28,25,0.00,116.78,56,0.02,5.67,38.03644943,-78.51486969,2024-05-04 14:22:17.321871
-111.00,0,0,28,25,0.00,116.78,56,0.02,5.67,38.03644943,-78.51486969,2024-05-04 14:22:17.486289
-97.00,0,0,28,25,0.00,116.78,56,0.02,5.67,38.03644943,-78.51486969,2024-05-04 14:22:17.762864
-102.00,0,0,28,25,0.00,116.78,56,0.02,5.67,38.03644943,-78.51486969,2024-05-04 14:22:17.928774
-109.00,0,0,28,128,0.00,116.78,96,0.01,9.68,38.03642654,-78.51483917,2024-05-04 14:22:18.327728
-103.00,0,0,28,128,0.00,116.78,96,0.01,9.68,38.03642654,-78.51483917,2024-05-04 14:22:18.491774
-98.00,0,0,28,128,0.00,116.78,96,0.01,9.68,38.03642654,-78.51483917,2024-05-04 14:22:18.727235
-92.00,0,0,28,128,0.00,116.78,96,0.01,9.68,38.03642654,-78.51483917,2024-05-04 14:22:18.894002
-93.00,0,0,28,189,0.00,116.78,148,0.01,14.89,38.03637695,-78.51483917,2024-05-04 14:22:19.332557
-100.00,0,0,28,189,0.00,116.78,148,0.01,14.89,38.03637695,-78.51483917,2024-05-04 14:22:19.496190
-92.00,0,0,28,189,0.00,116.78,148,0.01,14.89,38.03637695,-78.51483917,2024-05-04 14:22:19.736521
-94.00,0,0,28,189,0.00,116.78,148,0.01,14.89,38.03637695,-78.51483917,2024-05-04 14:22:19.901930
-97.00,0,0,28,253,0.00,116.78,150,0.01,15.02,38.03635025,-78.51490021,2024-05-04 14:22:20.328186
-94.00,0,0,28,253,0.00,116.78,150,0.01,15.02,38.03635025,-78.51490021,2024-05-04 14:22:20.492022
-88.00,0,0,28,253,0.00,116.78,150,0.01,15.02,38.03635025,-78.51490021,2024-05-04 14:22:20.729713
-89.00,0,0,28,253,0.00,116.78,150,0.01,15.02,38.03635025,-78.51490021,2024-05-04 14:22:20.895330
-91.00,0,0,28,46,0.00,116.78,169,0.01,16.93,38.03637314,-78.51496887,2024-05-04 14:22:21.330036
-91.00,0,0,28,46,0.00,116.78,169,0.01,16.93,38.03637314,-78.51496887,2024-05-04 14:22:21.494657
-89.00,0,0,28,46,0.00,116.78,169,0.01,16.93,38.03637314,-78.51496887,2024-05-04 14:22:21.731517
-87.00,0,0,28,46,0.00,116.78,169,0.01,16.93,38.03637314,-78.51496887,2024-05-04 14:22:21.898087
-89.00,0,0,28,43,0.00,116.78,172,0.01,17.20,38.03640747,-78.51504517,2024-05-04 14:22:22.323520
-86.00,0,0,28,43,0.00,116.78,172,0.01,17.20,38.03640747,-78.51504517,2024-05-04 14:22:22.485257
-88.00,0,0,28,43,0.00,116.78,172,0.01,17.20,38.03640747,-78.51504517,2024-05-04 14:22:22.765635
-84.00,0,0,28,43,0.00,116.78,172,0.01,17.20,38.03640747,-78.51504517,2024-05-04 14:22:22.931142
-86.00,0,0,28,26,0.00,116.78,170,0.01,17.02,38.03642654,-78.51512909,2024-05-04 14:22:23.316710
-82.00,0,0,28,26,0.00,116.78,170,0.01,17.02,38.03642654,-78.51512909,2024-05-04 14:22:23.484272
-90.00,0,0,28,26,0.00,116.78,170,0.01,17.02,38.03642654,-78.51512909,2024-05-04 14:22:23.755482
-97.00,0,0,28,26,0.00,116.78,170,0.01,17.02,38.03642654,-78.51512909,2024-05-04 14:22:23.921336
-94.00,0,0,28,241,0.00,116.78,171,0.01,17.14,38.03639984,-78.51519775,2024-05-04 14:22:24.319552
-90.00,0,0,28,241,0.00,116.78,171,0.01,17.14,38.03639984,-78.51519775,2024-05-04 14:22:24.488515
-105.00,0,0,28,241,0.00,116.78,171,0.01,17.14,38.03639984,-78.51519775,2024-05-04 14:22:24.726590
-99.00,0,0,28,241,0.00,116.78,171,0.01,17.14,38.03639984,-78.51519775,2024-05-04 14:22:24.890452
-93.00,0,0,28,180,0.00,116.78,201,0.00,20.10,38.03633118,-78.51521301,2024-05-04 14:22:25.323793
